суд; 371.1; 0.0024798978; 0.010752688172043012
свидетель; 55.7; 0.0001091441; 0.010752688172043012
актриса; 40.4; 2.8628e-05; 0.010752688172043012
авария; 29.6; 3.04172e-05; 0.01881720430107527
погибать; 14.7; 5.72559e-05; 0.008064516129032258
виновник; 8.5; 1.07355e-05; 0.010752688172043012
дтп; 5.7; 2.68387e-05; 0.005376344086021506
голуб; 0.0; 2.1471e-05; 0.008064516129032258
